"Moving Violations",,
Bronx,,
"  August ",,
pbbxsum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",18,169
"Brake Lights (Defect.or Improper)",203,1936
"Bus Lane, Driving in",18,68
"Cell Phone",828,6056
"Commercial Veh on Pkwy",11,35
"Defective Brakes",8,15
"Disobey Steady Red Signal",680,4805
"Disobey Traffic Control Device",2273,16723
"Equipment (Other)",39,357
"Fail to Keep Right",1,38
"Fail to Signal",185,1485
"Following Too Closely",5,41
"Headlights (Defect. or Improper)",137,1647
"Improper Lights",3,62
"Improper Passing",34,213
"Improper Turn",1108,9112
"Improper/Missing Plates",52,410
"Lamps and Other Equipment on Bicycle",0,11
"Not Giving R of W to Pedes.",481,4357
"Not Giving R of W to Veh.",30,303
"OBSTRUCTED PLATE",75,832
"One Way Street",21,134
"Pavement Markings",163,937
"Safety Belt",919,6102
"School Bus, Passing Stopped",5,394
Speeding,1041,8440
Spillback,10,105
"Tinted Windows",1200,10875
"Truck Routes",27,120
U-Turn,39,235
Uninspected,28,339
Uninsured,413,3531
"Unlicensed Operator",834,6220
Unregistered,234,1846
"Unsafe Lane Change",46,589
"Other Movers",752,5152
"PBBXTOTAL Movers ",11921,93694
,,
"* All figures are preliminary and subject to change.",,
