"Moving Violations",,
"41st Precinct",,
"  August ",,
041sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",0,14
"Brake Lights (Defect.or Improper)",8,75
"Bus Lane, Driving in",0,0
"Cell Phone",33,270
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",66,426
"Disobey Traffic Control Device",280,2215
"Equipment (Other)",4,27
"Fail to Keep Right",0,0
"Fail to Signal",3,55
"Following Too Closely",0,1
"Headlights (Defect. or Improper)",11,73
"Improper Lights",0,0
"Improper Passing",0,9
"Improper Turn",83,664
"Improper/Missing Plates",3,25
"Lamps and Other Equipment on Bicycle",0,9
"Not Giving R of W to Pedes.",62,366
"Not Giving R of W to Veh.",2,11
"OBSTRUCTED PLATE",2,18
"One Way Street",2,15
"Pavement Markings",3,31
"Safety Belt",78,439
"School Bus, Passing Stopped",0,29
Speeding,169,987
Spillback,5,26
"Tinted Windows",84,993
"Truck Routes",23,73
U-Turn,2,37
Uninspected,0,5
Uninsured,38,310
"Unlicensed Operator",51,413
Unregistered,17,122
"Unsafe Lane Change",3,7
"Other Movers",53,331
"041TOTAL Movers ",1085,8076
,,
"* All figures are preliminary and subject to change.",,
