"Moving Violations",,
"63rd Precinct",,
"  August ",,
063sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",0,1
"Brake Lights (Defect.or Improper)",0,0
"Bus Lane, Driving in",0,5
"Cell Phone",91,812
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",17,297
"Disobey Traffic Control Device",83,1329
"Equipment (Other)",2,40
"Fail to Keep Right",0,0
"Fail to Signal",8,44
"Following Too Closely",0,1
"Headlights (Defect. or Improper)",0,1
"Improper Lights",0,2
"Improper Passing",1,5
"Improper Turn",17,244
"Improper/Missing Plates",3,12
"Lamps and Other Equipment on Bicycle",0,3
"Not Giving R of W to Pedes.",18,278
"Not Giving R of W to Veh.",0,0
"OBSTRUCTED PLATE",2,54
"One Way Street",0,1
"Pavement Markings",0,17
"Safety Belt",14,175
"School Bus, Passing Stopped",0,7
Speeding,42,403
Spillback,0,2
"Tinted Windows",35,384
"Truck Routes",0,0
U-Turn,0,1
Uninspected,0,3
Uninsured,0,22
"Unlicensed Operator",18,230
Unregistered,3,24
"Unsafe Lane Change",3,8
"Other Movers",96,844
"063TOTAL Movers ",453,5249
,,
"* All figures are preliminary and subject to change.",,
