"Moving Violations",,
"66th Precinct",,
"  August ",,
066sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",0,0
"Brake Lights (Defect.or Improper)",1,8
"Bus Lane, Driving in",0,0
"Cell Phone",113,1002
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",55,423
"Disobey Traffic Control Device",116,1242
"Equipment (Other)",9,24
"Fail to Keep Right",0,0
"Fail to Signal",25,206
"Following Too Closely",0,0
"Headlights (Defect. or Improper)",0,4
"Improper Lights",0,0
"Improper Passing",0,0
"Improper Turn",13,74
"Improper/Missing Plates",0,15
"Lamps and Other Equipment on Bicycle",9,13
"Not Giving R of W to Pedes.",53,439
"Not Giving R of W to Veh.",0,3
"OBSTRUCTED PLATE",20,214
"One Way Street",0,0
"Pavement Markings",2,6
"Safety Belt",140,1157
"School Bus, Passing Stopped",0,39
Speeding,45,393
Spillback,0,2
"Tinted Windows",45,383
"Truck Routes",4,32
U-Turn,0,2
Uninspected,3,39
Uninsured,18,149
"Unlicensed Operator",17,285
Unregistered,3,84
"Unsafe Lane Change",0,0
"Other Movers",92,710
"066TOTAL Movers ",783,6948
,,
"* All figures are preliminary and subject to change.",,
