"Moving Violations",,
"42nd Precinct",,
"  August ",,
042sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",1,21
"Brake Lights (Defect.or Improper)",20,173
"Bus Lane, Driving in",7,13
"Cell Phone",82,519
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",77,832
"Disobey Traffic Control Device",237,1414
"Equipment (Other)",1,1
"Fail to Keep Right",0,5
"Fail to Signal",19,43
"Following Too Closely",0,3
"Headlights (Defect. or Improper)",4,114
"Improper Lights",0,7
"Improper Passing",0,9
"Improper Turn",76,1296
"Improper/Missing Plates",3,12
"Lamps and Other Equipment on Bicycle",0,1
"Not Giving R of W to Pedes.",34,378
"Not Giving R of W to Veh.",0,21
"OBSTRUCTED PLATE",2,42
"One Way Street",0,0
"Pavement Markings",8,21
"Safety Belt",15,161
"School Bus, Passing Stopped",2,101
Speeding,29,435
Spillback,0,7
"Tinted Windows",79,955
"Truck Routes",0,2
U-Turn,5,20
Uninspected,2,35
Uninsured,16,148
"Unlicensed Operator",29,355
Unregistered,8,95
"Unsafe Lane Change",0,11
"Other Movers",28,189
"042TOTAL Movers ",784,7439
,,
"* All figures are preliminary and subject to change.",,
