Transportation Bureau,,
  August ,,
cotsum,,
"","",""
Backing Unsafely,13,71
Brake Lights (Defect.or Improper),91,607
"Bus Lane, Driving in",211,1071
Cell Phone,340,3478
Commercial Veh on Pkwy,210,1304
Defective Brakes,2,71
Disobey Steady Red Signal,364,2281
Disobey Traffic Control Device,1682,12813
Equipment (Other),633,5468
Fail to Keep Right,2,41
Fail to Signal,163,1680
Following Too Closely,46,453
Headlights (Defect. or Improper),78,225
Improper Lights,11,102
Improper Passing,65,552
Improper Turn,687,3920
Improper/Missing Plates,47,354
Lamps and Other Equipment on Bicycle,0,0
Not Giving R of W to Pedes.,104,1386
Not Giving R of W to Veh.,31,246
OBSTRUCTED PLATE,64,539
One Way Street,84,819
Pavement Markings,2,1954
Safety Belt,507,4400
"School Bus, Passing Stopped",1,414
Speeding,6854,61946
Spillback,25,206
Tinted Windows,1021,5200
Truck Routes,85,807
U-Turn,3,21
Uninspected,115,696
Uninsured,106,827
Unlicensed Operator,433,3674
Unregistered,155,1044
Unsafe Lane Change,113,855
Other Movers,2440,17155
TCDTOTAL Movers ,16788,136680
