"Moving Violations",,
"46th Precinct",,
"  August ",,
046sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",0,19
"Brake Lights (Defect.or Improper)",31,177
"Bus Lane, Driving in",1,9
"Cell Phone",72,521
"Commercial Veh on Pkwy",0,0
"Defective Brakes",1,5
"Disobey Steady Red Signal",61,628
"Disobey Traffic Control Device",279,1988
"Equipment (Other)",2,11
"Fail to Keep Right",0,0
"Fail to Signal",5,90
"Following Too Closely",1,2
"Headlights (Defect. or Improper)",9,134
"Improper Lights",0,3
"Improper Passing",1,2
"Improper Turn",100,862
"Improper/Missing Plates",4,56
"Lamps and Other Equipment on Bicycle",0,0
"Not Giving R of W to Pedes.",27,330
"Not Giving R of W to Veh.",1,10
"OBSTRUCTED PLATE",18,91
"One Way Street",0,3
"Pavement Markings",3,56
"Safety Belt",66,516
"School Bus, Passing Stopped",0,10
Speeding,65,793
Spillback,0,0
"Tinted Windows",190,1715
"Truck Routes",0,2
U-Turn,4,35
Uninspected,1,28
Uninsured,58,496
"Unlicensed Operator",94,671
Unregistered,18,166
"Unsafe Lane Change",4,17
"Other Movers",126,1106
"046TOTAL Movers ",1242,10552
,,
"* All figures are preliminary and subject to change.",,
