Bronx,,
Backing Unsafely,12,166
Brake Lights (Defect.or  Improper),276,4322
"Bus Lane, Driving in",1,13
Cell Phone,743,12220
Commercial Veh on Pkwy,3,51
Defective Brakes,9,148
Disobey Sign,632,9848
Equipment (Other),36,554
Fail to Keep Right,0,62
Fail to Signal,103,878
Fail to Stop on Signal,258,2968
Following Too Closely,4,77
Headlights (Defect. or Improper),356,4608
Improper Lights,7,90
Improper Passing,8,122
Improper Turn,510,6235
Improper/Missing Plates,10,220
Not Giving R of W to Pedes.,29,357
Not Giving R of W to Veh.,21,232
One Way Street,23,200
Pavement Markings,159,1639
Safety Belt,545,11997
"School Bus, Passing Stopped",7,266
Speeding,178,3635
Spillback,14,278
Tinted Windows,1227,14567
Truck Routes,4,194
U-Turn,43,529
Uninspected,39,487
Uninsured,424,6182
Unlicensed Operator,470,6862
Unregistered,125,1549
Unsafe Lane Change,14,236
Other Movers,654,3354
TOTAL Movers,6944,95146
