108th Precinct,,
    June ,,
"","",""
Backing Unsafely,0,1
Bike Lane,2,6
Bus Lane,0,0
Cell Phone,100,418
Commercial Veh on Pkwy,0,0
Cruising For Passengers,0,0
Disobey Traffic Control Device,237,1344
Driving Too Slow,0,0
Equipment,20,81
Equipment (Other),0,0
Excessive Noise,0,0
Fail to Keep Right,0,2
Fail to yield Right of Way to Pedestrian,34,438
Failure to Signal,9,34
Following Too Closely,1,1
Improper Passing,7,26
Improper Taxi Pickup,0,0
Improper Turn,106,628
Improper/Missing Plates,2,2
Lamps and Other Equipment on Bicycle,0,0
Motorcycle (Other),9,26
Not Giving R of W to Veh.,2,10
Obstructed Plate,5,23
One Way Street,6,18
Overheight,0,0
Overlength,0,0
Overweight,0,0
Overwidth,0,0
Pavement Markings,0,0
Red Light,98,849
School Bus,1,19
Scooter In NYC,0,0
Seat Belt,74,484
Speeding,75,448
Spillback,0,0
TBTA Rule,0,0
Tints,11,116
TLC (Other),0,0
Truck Route,0,13
Uninspected,0,3
Uninsured,8,56
Unlicensed Operator,64,325
Unregistered,1,20
Unsafe Lane Change,0,4
Other Movers,118,487
108TOTAL Movers ,990,5882
