1st Precinct,,
    June ,,
"","",""
Backing Unsafely,0,1
Bike Lane,0,0
Bus Lane,13,37
Cell Phone,70,261
Commercial Veh on Pkwy,0,0
Cruising For Passengers,0,0
Disobey Traffic Control Device,164,959
Driving Too Slow,0,0
Equipment,5,25
Equipment (Other),0,0
Excessive Noise,0,0
Fail to Keep Right,0,0
Fail to yield Right of Way to Pedestrian,41,221
Failure to Signal,4,41
Following Too Closely,0,2
Improper Passing,0,2
Improper Taxi Pickup,0,2
Improper Turn,52,410
Improper/Missing Plates,1,1
Lamps and Other Equipment on Bicycle,0,0
Motorcycle (Other),7,13
Not Giving R of W to Veh.,2,12
Obstructed Plate,0,7
One Way Street,25,116
Overheight,0,0
Overlength,0,0
Overweight,0,0
Overwidth,0,0
Pavement Markings,0,0
Red Light,203,530
School Bus,1,2
Scooter In NYC,0,0
Seat Belt,90,313
Speeding,12,54
Spillback,2,2
TBTA Rule,0,0
Tints,7,160
TLC (Other),0,0
Truck Route,2,13
Uninspected,0,1
Uninsured,2,25
Unlicensed Operator,8,37
Unregistered,2,3
Unsafe Lane Change,2,14
Other Movers,181,716
001TOTAL Movers ,896,3980
