"Moving Violations",,
"50th Precinct",,
"  August ",,
050sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",0,2
"Brake Lights (Defect.or Improper)",7,56
"Bus Lane, Driving in",0,0
"Cell Phone",64,286
"Commercial Veh on Pkwy",6,20
"Defective Brakes",0,0
"Disobey Steady Red Signal",11,128
"Disobey Traffic Control Device",121,1072
"Equipment (Other)",3,9
"Fail to Keep Right",1,3
"Fail to Signal",3,109
"Following Too Closely",0,5
"Headlights (Defect. or Improper)",6,81
"Improper Lights",0,8
"Improper Passing",4,11
"Improper Turn",65,340
"Improper/Missing Plates",3,49
"Not Giving R of W to Pedes.",66,343
"Not Giving R of W to Veh.",1,4
"OBSTRUCTED PLATE",2,2
"One Way Street",4,13
"Pavement Markings",4,19
"Safety Belt",85,612
"School Bus, Passing Stopped",3,31
Speeding,50,501
Spillback,0,0
"Tinted Windows",52,618
"Truck Routes",1,8
U-Turn,1,14
Uninspected,11,50
Uninsured,15,153
"Unlicensed Operator",36,280
Unregistered,2,41
"Unsafe Lane Change",1,25
"Other Movers",49,222
"050TOTAL Movers ",677,5115
,,
"* All figures are preliminary and subject to change.",,
