"Moving Violations",,
"123rd Precinct",,
"  August ",,
123sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",2,6
"Brake Lights (Defect.or Improper)",4,63
"Bus Lane, Driving in",0,0
"Cell Phone",59,627
"Commercial Veh on Pkwy",0,4
"Defective Brakes",0,1
"Disobey Steady Red Signal",53,377
"Disobey Traffic Control Device",204,925
"Equipment (Other)",11,47
"Fail to Keep Right",0,26
"Fail to Signal",108,481
"Following Too Closely",10,72
"Headlights (Defect. or Improper)",10,118
"Improper Lights",0,5
"Improper Passing",2,34
"Improper Turn",4,158
"Improper/Missing Plates",10,96
"Not Giving R of W to Pedes.",20,77
"Not Giving R of W to Veh.",16,72
"OBSTRUCTED PLATE",5,7
"One Way Street",2,9
"Pavement Markings",41,395
"Safety Belt",164,1260
"School Bus, Passing Stopped",0,8
Speeding,206,1511
Spillback,1,1
"Tinted Windows",64,650
"Truck Routes",0,0
U-Turn,1,25
Uninspected,7,75
Uninsured,39,342
"Unlicensed Operator",69,509
Unregistered,14,120
"Unsafe Lane Change",4,21
"Other Movers",82,520
"123TOTAL Movers ",1212,8642
,,
"* All figures are preliminary and subject to change.",,
