"Moving Violations",,
"83rd Precinct",,
"  August ",,
083sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",0,8
"Brake Lights (Defect.or Improper)",13,128
"Bus Lane, Driving in",0,0
"Cell Phone",50,580
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",66,541
"Disobey Traffic Control Device",392,2782
"Equipment (Other)",9,77
"Fail to Keep Right",0,0
"Fail to Signal",49,353
"Following Too Closely",0,1
"Headlights (Defect. or Improper)",14,68
"Improper Lights",0,0
"Improper Passing",0,28
"Improper Turn",24,167
"Improper/Missing Plates",0,18
"Not Giving R of W to Pedes.",8,109
"Not Giving R of W to Veh.",0,12
"OBSTRUCTED PLATE",0,2
"One Way Street",7,32
"Pavement Markings",0,28
"Safety Belt",66,822
"School Bus, Passing Stopped",0,12
Speeding,5,62
Spillback,1,2
"Tinted Windows",24,595
"Truck Routes",3,40
U-Turn,0,1
Uninspected,1,21
Uninsured,22,238
"Unlicensed Operator",93,870
Unregistered,22,138
"Unsafe Lane Change",1,1
"Other Movers",63,458
"083TOTAL Movers ",933,8194
,,
"* All figures are preliminary and subject to change.",,
