"Moving Violations",,
"Transportation Bureau",,
"  August ",,
cotsum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",5,64
"Brake Lights (Defect.or Improper)",89,765
"Bus Lane, Driving in",22,1156
"Cell Phone",230,4147
"Commercial Veh on Pkwy",115,967
"Defective Brakes",18,32
"Disobey Steady Red Signal",87,3121
"Disobey Traffic Control Device",1388,16834
"Equipment (Other)",796,7225
"Fail to Keep Right",0,51
"Fail to Signal",146,1746
"Following Too Closely",32,348
"Headlights (Defect. or Improper)",35,282
"Improper Lights",3,70
"Improper Passing",37,631
"Improper Turn",152,3068
"Improper/Missing Plates",51,603
"Not Giving R of W to Pedes.",53,1350
"Not Giving R of W to Veh.",6,115
"OBSTRUCTED PLATE",33,104
"One Way Street",28,307
"Pavement Markings",177,2284
"Safety Belt",304,4183
"School Bus, Passing Stopped",0,377
Speeding,4325,54054
Spillback,9,148
"Tinted Windows",271,4952
"Truck Routes",55,551
U-Turn,1,22
Uninspected,76,791
Uninsured,107,1076
"Unlicensed Operator",303,3495
Unregistered,89,1041
"Unsafe Lane Change",76,744
"Other Movers",1515,17128
"TCDTOTAL Movers ",10634,133832
"* Transportation Bureau is a citywide unit whose activity is not tracked by Precinct.",,
"* All figures are preliminary and subject to change.",,
