"Moving Violations",,
"32nd Precinct",,
"  August ",,
032sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",2,22
"Brake Lights (Defect.or Improper)",5,87
"Bus Lane, Driving in",0,0
"Cell Phone",50,277
"Commercial Veh on Pkwy",0,4
"Defective Brakes",0,0
"Disobey Steady Red Signal",69,459
"Disobey Traffic Control Device",223,1659
"Equipment (Other)",12,42
"Fail to Keep Right",0,3
"Fail to Signal",14,117
"Following Too Closely",0,4
"Headlights (Defect. or Improper)",5,149
"Improper Lights",0,1
"Improper Passing",1,11
"Improper Turn",93,728
"Improper/Missing Plates",5,81
"Not Giving R of W to Pedes.",55,351
"Not Giving R of W to Veh.",5,14
"OBSTRUCTED PLATE",7,32
"One Way Street",1,17
"Pavement Markings",96,599
"Safety Belt",22,214
"School Bus, Passing Stopped",0,37
Speeding,36,404
Spillback,0,2
"Tinted Windows",82,704
"Truck Routes",0,7
U-Turn,3,11
Uninspected,6,58
Uninsured,11,156
"Unlicensed Operator",43,363
Unregistered,21,140
"Unsafe Lane Change",3,23
"Other Movers",25,146
"032TOTAL Movers ",895,6922
,,
"* All figures are preliminary and subject to change.",,
