"Moving Violations",,
Bronx,,
"  August ",,
pbbxsum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",35,210
"Brake Lights (Defect.or Improper)",300,2571
"Bus Lane, Driving in",6,40
"Cell Phone",760,4928
"Commercial Veh on Pkwy",17,42
"Defective Brakes",1,6
"Disobey Steady Red Signal",460,3529
"Disobey Traffic Control Device",1966,14377
"Equipment (Other)",72,448
"Fail to Keep Right",4,18
"Fail to Signal",224,1485
"Following Too Closely",2,27
"Headlights (Defect. or Improper)",186,2344
"Improper Lights",0,80
"Improper Passing",25,188
"Improper Turn",981,7073
"Improper/Missing Plates",61,740
"Not Giving R of W to Pedes.",398,3296
"Not Giving R of W to Veh.",45,273
"OBSTRUCTED PLATE",51,160
"One Way Street",22,141
"Pavement Markings",223,941
"Safety Belt",912,6119
"School Bus, Passing Stopped",11,482
Speeding,840,6493
Spillback,15,171
"Tinted Windows",1316,11996
"Truck Routes",36,313
U-Turn,31,366
Uninspected,46,337
Uninsured,567,4338
"Unlicensed Operator",766,5700
Unregistered,251,1616
"Unsafe Lane Change",69,569
"Other Movers",574,3594
"PBBXTOTAL Movers ",11273,85011
,,
"* All figures are preliminary and subject to change.",,
