"Moving Violations",,
"73rd Precinct",,
"  August ",,
073sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",1,16
"Brake Lights (Defect.or Improper)",6,147
"Bus Lane, Driving in",0,0
"Cell Phone",47,374
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",64,625
"Disobey Traffic Control Device",216,1548
"Equipment (Other)",26,121
"Fail to Keep Right",0,4
"Fail to Signal",46,405
"Following Too Closely",0,4
"Headlights (Defect. or Improper)",13,263
"Improper Lights",6,19
"Improper Passing",3,23
"Improper Turn",84,706
"Improper/Missing Plates",13,99
"Not Giving R of W to Pedes.",14,189
"Not Giving R of W to Veh.",80,699
"OBSTRUCTED PLATE",1,5
"One Way Street",0,0
"Pavement Markings",16,176
"Safety Belt",73,475
"School Bus, Passing Stopped",0,14
Speeding,15,193
Spillback,0,12
"Tinted Windows",90,1586
"Truck Routes",0,3
U-Turn,2,9
Uninspected,6,72
Uninsured,95,820
"Unlicensed Operator",86,631
Unregistered,23,208
"Unsafe Lane Change",2,8
"Other Movers",99,732
"073TOTAL Movers ",1127,10186
,,
"* All figures are preliminary and subject to change.",,
