"Moving Violations",,
"62nd Precinct",,
"  August ",,
062sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",2,4
"Brake Lights (Defect.or Improper)",0,3
"Bus Lane, Driving in",0,0
"Cell Phone",35,302
"Commercial Veh on Pkwy",0,3
"Defective Brakes",0,0
"Disobey Steady Red Signal",84,538
"Disobey Traffic Control Device",266,1806
"Equipment (Other)",3,27
"Fail to Keep Right",0,11
"Fail to Signal",70,470
"Following Too Closely",0,0
"Headlights (Defect. or Improper)",1,3
"Improper Lights",0,1
"Improper Passing",8,40
"Improper Turn",17,165
"Improper/Missing Plates",4,40
"Not Giving R of W to Pedes.",55,405
"Not Giving R of W to Veh.",1,73
"OBSTRUCTED PLATE",0,0
"One Way Street",24,140
"Pavement Markings",5,86
"Safety Belt",100,523
"School Bus, Passing Stopped",2,15
Speeding,53,335
Spillback,1,8
"Tinted Windows",212,1161
"Truck Routes",0,3
U-Turn,9,34
Uninspected,0,6
Uninsured,25,151
"Unlicensed Operator",80,541
Unregistered,6,70
"Unsafe Lane Change",0,5
"Other Movers",53,267
"062TOTAL Movers ",1116,7236
,,
"* All figures are preliminary and subject to change.",,
