"Moving Violations",,
"17th Precinct",,
"  August ",,
017sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",0,13
"Brake Lights (Defect.or Improper)",7,47
"Bus Lane, Driving in",0,10
"Cell Phone",28,171
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",97,403
"Disobey Traffic Control Device",48,624
"Equipment (Other)",1,18
"Fail to Keep Right",0,1
"Fail to Signal",94,746
"Following Too Closely",0,0
"Headlights (Defect. or Improper)",0,18
"Improper Lights",0,0
"Improper Passing",0,3
"Improper Turn",236,1450
"Improper/Missing Plates",1,25
"Not Giving R of W to Pedes.",45,493
"Not Giving R of W to Veh.",1,7
"OBSTRUCTED PLATE",4,10
"One Way Street",9,70
"Pavement Markings",26,227
"Safety Belt",9,89
"School Bus, Passing Stopped",0,3
Speeding,8,96
Spillback,9,40
"Tinted Windows",6,56
"Truck Routes",1,1
U-Turn,3,26
Uninspected,0,4
Uninsured,11,67
"Unlicensed Operator",9,62
Unregistered,2,28
"Unsafe Lane Change",89,825
"Other Movers",65,457
"017TOTAL Movers ",809,6090
,,
"* All figures are preliminary and subject to change.",,
