"Moving Violations",,
"48th Precinct",,
"  August ",,
048sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",4,21
"Brake Lights (Defect.or Improper)",18,90
"Bus Lane, Driving in",0,3
"Cell Phone",99,545
"Commercial Veh on Pkwy",0,0
"Defective Brakes",1,4
"Disobey Steady Red Signal",36,273
"Disobey Traffic Control Device",87,649
"Equipment (Other)",17,77
"Fail to Keep Right",1,5
"Fail to Signal",17,130
"Following Too Closely",0,0
"Headlights (Defect. or Improper)",30,127
"Improper Lights",0,1
"Improper Passing",1,6
"Improper Turn",142,884
"Improper/Missing Plates",1,13
"Not Giving R of W to Pedes.",18,265
"Not Giving R of W to Veh.",8,26
"OBSTRUCTED PLATE",2,6
"One Way Street",2,14
"Pavement Markings",9,78
"Safety Belt",79,436
"School Bus, Passing Stopped",0,36
Speeding,148,1032
Spillback,3,44
"Tinted Windows",184,1089
"Truck Routes",14,34
U-Turn,1,34
Uninspected,0,9
Uninsured,33,189
"Unlicensed Operator",90,501
Unregistered,18,113
"Unsafe Lane Change",1,4
"Other Movers",28,216
"048TOTAL Movers ",1092,6954
,,
"* All figures are preliminary and subject to change.",,
