"Moving Violations",,
"47th Precinct",,
"     May ",,
047sum,,
"Offense Description","MTD   2014","YTD   2014"
"Backing Unsafely",1,3
"Brake Lights (Defect.or Improper)",27,140
"Bus Lane, Driving in",0,0
"Cell Phone",69,214
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Sign",101,228
"Equipment (Other)",0,0
"Fail to Keep Right",0,2
"Fail to Signal",0,1
"Fail to Stop on Signal",26,87
"Following Too Closely",0,3
"Headlights (Defect. or Improper)",23,149
"Improper Lights",0,0
"Improper Passing",2,3
"Improper Turn",60,297
"Improper/Missing Plates",0,0
"Not Giving R of W to Pedes.",20,87
"Not Giving R of W to Veh.",2,11
"One Way Street",0,0
"Pavement Markings",0,28
"Safety Belt",105,509
"School Bus, Passing Stopped",2,22
Speeding,48,154
Spillback,0,0
"Tinted Windows",48,294
"Truck Routes",4,4
U-Turn,0,0
Uninspected,13,84
Uninsured,113,541
"Unlicensed Operator",57,262
Unregistered,33,169
"Unsafe Lane Change",0,8
"Other Movers",45,111
"047    TOTAL Movers ",799,3411
"* All figures are preliminary and subject to change.",,
