"Moving Violations",,
"Transportation Bureau",,
"     May ",,
cotsum,,
"Offense Description","MTD 2014  ","YTD 2014  "
"Backing Unsafely",10,135
"Brake Lights (Defect.or Improper)",68,238
"Bus Lane, Driving in",130,858
"Cell Phone",1194,4015
"Commercial Veh on Pkwy",84,493
"Defective Brakes",0,18
"Disobey Sign",2133,14040
"Equipment (Other)",528,2289
"Fail to Keep Right",0,2
"Fail to Signal",176,1282
"Fail to Stop on Signal",640,1823
"Following Too Closely",62,318
"Headlights (Defect. or Improper)",34,137
"Improper Lights",6,34
"Improper Passing",122,464
"Improper Turn",688,3018
"Improper/Missing Plates",47,112
"Not Giving R of W to Pedes.",247,1139
"Not Giving R of W to Veh.",28,140
"One Way Street",30,91
"Pavement Markings",347,1188
"Safety Belt",1636,3760
"School Bus, Passing Stopped",6,607
Speeding,7084,29125
Spillback,32,324
"Tinted Windows",791,5627
"Truck Routes",22,45
U-Turn,0,5
Uninspected,84,475
Uninsured,184,977
"Unlicensed Operator",431,1974
Unregistered,118,525
"Unsafe Lane Change",66,361
"Other Movers",1972,7954
"TOTAL Movers ",19000,83593
*,,
"Transportation Bureau"," is a citywide unit whose activity is not tracked by Precinct.",
"* All figures are preliminary and subject to change.",,
