"Moving Violations",,
"100th Precinct",,
"     May ",,
100sum,,
"Offense Description","MTD   2014","YTD   2014"
"Backing Unsafely",0,2
"Brake Lights (Defect.or Improper)",21,157
"Bus Lane, Driving in",0,0
"Cell Phone",47,232
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,2
"Disobey Sign",154,417
"Equipment (Other)",1,1
"Fail to Keep Right",0,0
"Fail to Signal",0,2
"Fail to Stop on Signal",29,134
"Following Too Closely",2,2
"Headlights (Defect. or Improper)",2,13
"Improper Lights",0,0
"Improper Passing",6,36
"Improper Turn",62,160
"Improper/Missing Plates",0,0
"Not Giving R of W to Pedes.",8,25
"Not Giving R of W to Veh.",4,9
"One Way Street",0,0
"Pavement Markings",12,47
"Safety Belt",79,222
"School Bus, Passing Stopped",0,13
Speeding,69,177
Spillback,0,0
"Tinted Windows",33,163
"Truck Routes",0,0
U-Turn,0,0
Uninspected,4,29
Uninsured,72,291
"Unlicensed Operator",76,260
Unregistered,8,27
"Unsafe Lane Change",0,0
"Other Movers",43,133
"100    TOTAL Movers ",732,2554
"* All figures are preliminary and subject to change.",,
