77th Precinct,,
     May ,,
077sum,,
"",MTD   2014,YTD   2014
Backing Unsafely,6,19
Brake Lights (Defect.or Improper),54,568
"Bus Lane, Driving in",2,3
Cell Phone,106,524
Commercial Veh on Pkwy,0,0
Defective Brakes,3,24
Disobey Sign,150,635
Equipment (Other),0,0
Fail to Keep Right,2,2
Fail to Signal,23,64
Fail to Stop on Signal,85,416
Following Too Closely,1,8
Headlights (Defect. or Improper),144,921
Improper Lights,0,0
Improper Passing,11,28
Improper Turn,35,297
Improper/Missing Plates,0,1
Not Giving R of W to Pedes.,54,147
Not Giving R of W to Veh.,2,20
One Way Street,0,14
Pavement Markings,9,86
Safety Belt,89,292
"School Bus, Passing Stopped",2,12
Speeding,138,391
Spillback,3,27
Tinted Windows,52,503
Truck Routes,0,13
U-Turn,12,85
Uninspected,6,41
Uninsured,72,439
Unlicensed Operator,61,316
Unregistered,13,102
Unsafe Lane Change,3,5
Other Movers,108,505
077    TOTAL Movers ,1246,6508
