"Moving Violations",,
"108th Precinct",,
"    July ",,
"Offense Description","MTD 2018","YTD 2018"
"Backing Unsafely",0,1
"Bike Lane",0,6
"Bus Lane",0,0
"Cell Phone",51,469
"Commercial Veh on Pkwy",0,0
"Cruising For Passengers",0,0
"Disobey Traffic Control Device",202,1546
"Driving Too Slow",0,0
Equipment,11,92
"Equipment (Other)",0,0
"Excessive Noise",0,0
"Fail to Keep Right",0,2
"Fail to yield Right of Way to Pedestrian",24,462
"Failure to Signal",5,39
"Following Too Closely",1,2
"Improper Passing",5,31
"Improper Taxi Pickup",0,0
"Improper Turn",72,700
"Improper/Missing Plates",0,2
"Lamps and Other Equipment on Bicycle",0,0
"Motorcycle (Other)",3,29
"Not Giving R of W to Veh.",2,12
"Obstructed Plate",4,27
"One Way Street",0,18
Overheight,0,0
Overlength,0,0
Overweight,0,0
Overwidth,0,0
"Pavement Markings",0,0
"Red Light",118,967
"School Bus",0,19
"Scooter In NYC",0,0
"Seat Belt",52,536
Speeding,210,658
Spillback,0,0
"TBTA Rule",0,0
Tints,10,126
"TLC (Other)",0,0
"Truck Route",1,14
Uninspected,1,4
Uninsured,7,63
"Unlicensed Operator",58,383
Unregistered,6,26
"Unsafe Lane Change",2,6
"Other Movers",90,577
"108TOTAL Movers ",935,6817
"* All figures are preliminary and subject to change.",,
