"Moving Violations",,
"105th Precinct",,
"    July ",,
"Offense Description","MTD 2018","YTD 2018"
"Backing Unsafely",0,1
"Bike Lane",0,1
"Bus Lane",0,0
"Cell Phone",51,461
"Commercial Veh on Pkwy",1,4
"Cruising For Passengers",0,0
"Disobey Traffic Control Device",369,2314
"Driving Too Slow",0,0
Equipment,3,100
"Equipment (Other)",0,0
"Excessive Noise",0,0
"Fail to Keep Right",0,3
"Fail to yield Right of Way to Pedestrian",51,225
"Failure to Signal",7,70
"Following Too Closely",0,1
"Improper Passing",1,8
"Improper Taxi Pickup",0,1
"Improper Turn",19,201
"Improper/Missing Plates",0,4
"Lamps and Other Equipment on Bicycle",0,1
"Motorcycle (Other)",0,8
"Not Giving R of W to Veh.",1,12
"Obstructed Plate",0,28
"One Way Street",2,13
Overheight,0,0
Overlength,0,0
Overweight,0,0
Overwidth,0,0
"Pavement Markings",0,2
"Red Light",27,174
"School Bus",0,16
"Scooter In NYC",0,0
"Seat Belt",48,595
Speeding,127,811
Spillback,0,2
"TBTA Rule",0,0
Tints,21,303
"TLC (Other)",0,0
"Truck Route",11,138
Uninspected,8,44
Uninsured,6,77
"Unlicensed Operator",46,401
Unregistered,4,58
"Unsafe Lane Change",1,8
"Other Movers",72,789
"105TOTAL Movers ",876,6874
"* All figures are preliminary and subject to change.",,
