"Moving Violations",,
"101st Precinct",,
"    July ",,
"Offense Description","MTD 2018","YTD 2018"
"Backing Unsafely",0,4
"Bike Lane",0,0
"Bus Lane",0,0
"Cell Phone",27,265
"Commercial Veh on Pkwy",0,0
"Cruising For Passengers",0,0
"Disobey Traffic Control Device",65,690
"Driving Too Slow",0,0
Equipment,20,152
"Equipment (Other)",0,0
"Excessive Noise",0,0
"Fail to Keep Right",1,1
"Fail to yield Right of Way to Pedestrian",13,109
"Failure to Signal",5,63
"Following Too Closely",0,1
"Improper Passing",0,14
"Improper Taxi Pickup",0,0
"Improper Turn",26,241
"Improper/Missing Plates",1,3
"Lamps and Other Equipment on Bicycle",0,1
"Motorcycle (Other)",0,0
"Not Giving R of W to Veh.",0,1
"Obstructed Plate",3,26
"One Way Street",1,15
Overheight,0,0
Overlength,0,1
Overweight,0,0
Overwidth,0,0
"Pavement Markings",0,0
"Red Light",32,334
"School Bus",0,2
"Scooter In NYC",0,0
"Seat Belt",8,88
Speeding,79,519
Spillback,0,1
"TBTA Rule",0,0
Tints,14,197
"TLC (Other)",0,0
"Truck Route",0,2
Uninspected,2,24
Uninsured,10,80
"Unlicensed Operator",58,362
Unregistered,12,59
"Unsafe Lane Change",0,0
"Other Movers",54,408
"101TOTAL Movers ",431,3663
"* All figures are preliminary and subject to change.",,
