78th Precinct,,
    July ,,
"","",""
Backing Unsafely,0,3
Bike Lane,2,26
Bus Lane,0,6
Cell Phone,51,431
Commercial Veh on Pkwy,0,0
Cruising For Passengers,0,0
Disobey Traffic Control Device,102,927
Driving Too Slow,0,0
Equipment,17,121
Equipment (Other),0,0
Excessive Noise,0,0
Fail to Keep Right,0,1
Fail to yield Right of Way to Pedestrian,29,372
Failure to Signal,4,76
Following Too Closely,1,3
Improper Passing,13,43
Improper Taxi Pickup,0,0
Improper Turn,49,289
Improper/Missing Plates,2,4
Lamps and Other Equipment on Bicycle,0,0
Motorcycle (Other),0,11
Not Giving R of W to Veh.,1,13
Obstructed Plate,9,61
One Way Street,3,16
Overheight,0,0
Overlength,0,0
Overweight,0,0
Overwidth,0,0
Pavement Markings,0,0
Red Light,77,716
School Bus,0,6
Scooter In NYC,0,0
Seat Belt,53,355
Speeding,42,299
Spillback,2,9
TBTA Rule,0,0
Tints,25,222
TLC (Other),0,0
Truck Route,0,2
Uninspected,2,7
Uninsured,13,71
Unlicensed Operator,29,218
Unregistered,14,76
Unsafe Lane Change,13,110
Other Movers,85,629
078TOTAL Movers ,638,5123
