"Moving Violations",,
"70th Precinct",,
"    July ",,
"Offense Description","MTD 2018","YTD 2018"
"Backing Unsafely",3,13
"Bike Lane",0,1
"Bus Lane",0,16
"Cell Phone",67,536
"Commercial Veh on Pkwy",0,39
"Cruising For Passengers",0,0
"Disobey Traffic Control Device",250,1565
"Driving Too Slow",0,0
Equipment,59,386
"Equipment (Other)",0,0
"Excessive Noise",0,0
"Fail to Keep Right",0,2
"Fail to yield Right of Way to Pedestrian",149,1347
"Failure to Signal",55,512
"Following Too Closely",1,3
"Improper Passing",10,81
"Improper Taxi Pickup",0,4
"Improper Turn",82,560
"Improper/Missing Plates",2,25
"Lamps and Other Equipment on Bicycle",0,3
"Motorcycle (Other)",5,41
"Not Giving R of W to Veh.",6,29
"Obstructed Plate",15,111
"One Way Street",30,110
Overheight,0,0
Overlength,0,0
Overweight,0,0
Overwidth,0,0
"Pavement Markings",0,0
"Red Light",150,996
"School Bus",2,31
"Scooter In NYC",0,1
"Seat Belt",173,1273
Speeding,103,608
Spillback,0,4
"TBTA Rule",0,0
Tints,31,247
"TLC (Other)",0,0
"Truck Route",1,11
Uninspected,5,39
Uninsured,45,353
"Unlicensed Operator",96,639
Unregistered,12,104
"Unsafe Lane Change",1,17
"Other Movers",145,1048
"070TOTAL Movers ",1498,10755
"* All figures are preliminary and subject to change.",,
