"Moving Violations",,
Citywide,,
"February ",,
citysum,,
"Offense Description","MTD 2015  ","YTD 2015  "
"Backing Unsafely",143,266
"Brake Lights (Defect.or Improper)",1783,3110
"Bus Lane, Driving in",296,446
"Cell Phone",7060,11773
"Commercial Veh on Pkwy",137,207
"Defective Brakes",7,22
"Disobey Steady Red Signal",4074,7185
"Disobey Traffic Control Device",14871,26327
"Equipment (Other)",561,1068
"Fail to Keep Right",31,58
"Fail to Signal",2653,4497
"Following Too Closely",145,245
"Headlights (Defect. or Improper)",1870,3656
"Improper Lights",229,488
"Improper Passing",433,646
"Improper Turn",6316,11350
"Improper/Missing Plates",266,457
"Not Giving R of W to Pedes.",3708,5739
"Not Giving R of W to Veh.",342,574
"One Way Street",257,468
"Pavement Markings",1435,2551
"Safety Belt",6621,10908
"School Bus, Passing Stopped",152,261
Speeding,9726,18805
Spillback,283,482
"Tinted Windows",7483,12310
"Truck Routes",302,576
U-Turn,605,1107
Uninspected,279,532
Uninsured,2939,5286
"Unlicensed Operator",4385,7842
Unregistered,860,1520
"Unsafe Lane Change",606,1113
"Other Movers",5700,9163
"TOTAL Movers ",86558,151038
,,
"* All figures are preliminary and subject to change.",,
