111th Precinct,,
February ,,
111sum,,
"",MTD   2015,YTD   2015
Backing Unsafely,0,0
Brake Lights (Defect.or Improper),5,9
"Bus Lane, Driving in",0,0
Cell Phone,116,224
Commercial Veh on Pkwy,0,0
Defective Brakes,0,0
Disobey Steady Red Signal,13,25
Disobey Traffic Control Device,20,44
Equipment (Other),0,0
Fail to Keep Right,0,0
Fail to Signal,5,7
Following Too Closely,1,1
Headlights (Defect. or Improper),9,17
Improper Lights,8,16
Improper Passing,0,0
Improper Turn,2,2
Improper/Missing Plates,1,4
Not Giving R of W to Pedes.,29,56
Not Giving R of W to Veh.,1,1
One Way Street,1,1
Pavement Markings,8,14
Safety Belt,145,259
"School Bus, Passing Stopped",1,1
Speeding,20,51
Spillback,0,0
Tinted Windows,71,142
Truck Routes,0,1
U-Turn,2,3
Uninspected,6,13
Uninsured,21,40
Unlicensed Operator,29,64
Unregistered,6,9
Unsafe Lane Change,4,4
Other Movers,60,137
111    TOTAL Movers ,584,1145
