106th Precinct,,
February ,,
106sum,,
"",MTD   2015,YTD   2015
Backing Unsafely,5,8
Brake Lights (Defect.or Improper),0,0
"Bus Lane, Driving in",0,0
Cell Phone,45,75
Commercial Veh on Pkwy,0,0
Defective Brakes,0,0
Disobey Steady Red Signal,78,138
Disobey Traffic Control Device,110,232
Equipment (Other),0,0
Fail to Keep Right,0,0
Fail to Signal,0,0
Following Too Closely,0,0
Headlights (Defect. or Improper),0,0
Improper Lights,9,28
Improper Passing,5,5
Improper Turn,201,368
Improper/Missing Plates,0,0
Not Giving R of W to Pedes.,22,33
Not Giving R of W to Veh.,8,12
One Way Street,2,3
Pavement Markings,9,18
Safety Belt,71,118
"School Bus, Passing Stopped",1,2
Speeding,3,3
Spillback,2,4
Tinted Windows,71,125
Truck Routes,3,5
U-Turn,0,0
Uninspected,15,24
Uninsured,92,167
Unlicensed Operator,49,91
Unregistered,11,22
Unsafe Lane Change,2,2
Other Movers,33,46
106    TOTAL Movers ,847,1529
