"Moving Violations",,
"111th Precinct",,
"October  ",,
111sum,,
"Offense Description","MTD   2014","YTD   2014"
"Backing Unsafely",0,2
"Brake Lights (Defect.or Improper)",1,4
"Bus Lane, Driving in",0,0
"Cell Phone",233,2270
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Sign",42,512
"Equipment (Other)",0,12
"Fail to Keep Right",0,0
"Fail to Signal",5,48
"Fail to Stop on Signal",15,236
"Following Too Closely",1,3
"Headlights (Defect. or Improper)",1,3
"Improper Lights",0,21
"Improper Passing",0,1
"Improper Turn",4,89
"Improper/Missing Plates",0,20
"Not Giving R of W to Pedes.",47,314
"Not Giving R of W to Veh.",1,5
"One Way Street",0,10
"Pavement Markings",18,428
"Safety Belt",110,1488
"School Bus, Passing Stopped",27,67
Speeding,13,432
Spillback,0,14
"Tinted Windows",82,670
"Truck Routes",1,18
U-Turn,4,22
Uninspected,8,85
Uninsured,22,211
"Unlicensed Operator",39,447
Unregistered,3,70
"Unsafe Lane Change",3,13
"Other Movers",149,1043
"111    TOTAL Movers ",829,8558
"* All figures are preliminary and subject to change.",,
