Staten Island,,
Backing Unsafely,6,11
Brake Lights (Defect.or  Improper),229,674
"Bus Lane, Driving in",0,0
Cell Phone,538,1512
Commercial Veh on Pkwy,10,18
Defective Brakes,0,3
Disobey Sign,259,698
Equipment (Other),75,225
Fail to Keep Right,7,11
Fail to Signal,100,312
Fail to Stop on Signal,119,410
Following Too Closely,10,22
Headlights (Defect. or Improper),136,610
Improper Lights,0,45
Improper Passing,14,35
Improper Turn,60,155
Improper/Missing Plates,51,111
Not Giving R of W to Pedes.,6,25
Not Giving R of W to Veh.,32,64
One Way Street,12,40
Pavement Markings,104,301
Safety Belt,569,1498
"School Bus, Passing Stopped",31,68
Speeding,288,1035
Spillback,6,13
Tinted Windows,400,1169
Truck Routes,0,4
U-Turn,24,61
Uninspected,98,245
Uninsured,302,880
Unlicensed Operator,389,1031
Unregistered,61,198
Unsafe Lane Change,22,42
Other Movers,219,709
TOTAL Movers,4177,12235
