Citywide,,
Backing Unsafely,76,322
Bike Lane,74,249
Bus Lane,485,2518
Cell Phone,3402,13834
Commercial Veh on Pkwy,235,1082
Cruising For Passengers,11,35
Disobey Traffic Control Device,17028,78080
Driving Too Slow,7,19
Equipment,2822,10313
Equipment (Other),9,25
Excessive Noise,1,1
Fail to Keep Right,7,28
Fail to yield Right of Way to Pedestrian,5089,21535
Failure to Signal,1513,6908
Failure to yield Right of Way to Vehicle,12,25
Following Too Closely,75,370
Improper Passing,279,823
Improper Taxi Pickup,202,801
Improper Turn,7548,31427
Improper/Missing Plates,151,406
Lamps and Other Equipment on Bicycle,6,24
Motorcycle (Other),279,470
Not Giving R of W to Veh.,94,557
Obstructed Plate,890,3305
One Way Street,602,2278
Overheight,6,38
Overlength,6,21
Overweight,13,47
Overwidth,0,0
Pavement Markings,30,137
Red Light,6306,25147
School Bus,143,728
Scooter In NYC,3,8
Seat Belt,5571,21771
Speeding,13534,54943
Spillback,799,3557
TBTA Rule,2,2
Tints,4823,21488
TLC (Other),5,29
Truck Route,181,600
Uninspected,319,1058
Uninsured,1021,4388
Unlicensed Operator,4374,18020
Unregistered,957,3686
Unsafe Lane Change,384,1656
Other Movers,8108,32109
TOTAL Movers,87482,364868
