"Moving Violations",,
"73rd Precinct",,
"   March ",,
073sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",1,7
"Brake Lights (Defect.or Improper)",6,63
"Bus Lane, Driving in",0,0
"Cell Phone",48,133
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",83,276
"Disobey Traffic Control Device",238,666
"Equipment (Other)",14,45
"Fail to Keep Right",0,0
"Fail to Signal",72,155
"Following Too Closely",1,3
"Headlights (Defect. or Improper)",32,154
"Improper Lights",3,4
"Improper Passing",3,6
"Improper Turn",115,247
"Improper/Missing Plates",16,34
"Not Giving R of W to Pedes.",12,46
"Not Giving R of W to Veh.",123,268
"One Way Street",0,0
"Pavement Markings",22,82
"Safety Belt",32,112
"School Bus, Passing Stopped",2,8
Speeding,6,61
Spillback,3,5
"Tinted Windows",250,889
"Truck Routes",1,2
U-Turn,0,2
Uninspected,4,41
Uninsured,121,362
"Unlicensed Operator",83,234
Unregistered,21,74
"Unsafe Lane Change",2,5
"Other Movers",116,297
"073TOTAL Movers ",1430,4281
,,
"* All figures are preliminary and subject to change.",,
