"Moving Violations",,
"67th Precinct",,
"   March ",,
067sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",1,4
"Brake Lights (Defect.or Improper)",2,18
"Bus Lane, Driving in",4,8
"Cell Phone",81,190
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",71,266
"Disobey Traffic Control Device",210,527
"Equipment (Other)",1,2
"Fail to Keep Right",0,0
"Fail to Signal",45,127
"Following Too Closely",1,3
"Headlights (Defect. or Improper)",8,27
"Improper Lights",1,2
"Improper Passing",2,10
"Improper Turn",63,173
"Improper/Missing Plates",27,53
"Not Giving R of W to Pedes.",136,304
"Not Giving R of W to Veh.",18,44
"One Way Street",0,1
"Pavement Markings",35,42
"Safety Belt",99,187
"School Bus, Passing Stopped",1,21
Speeding,120,289
Spillback,10,15
"Tinted Windows",484,1046
"Truck Routes",3,5
U-Turn,11,20
Uninspected,21,60
Uninsured,64,151
"Unlicensed Operator",128,279
Unregistered,27,68
"Unsafe Lane Change",2,4
"Other Movers",109,242
"067TOTAL Movers ",1785,4188
,,
"* All figures are preliminary and subject to change.",,
