"Moving Violations",,
"75th Precinct",,
"   March ",,
075sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",2,7
"Brake Lights (Defect.or Improper)",6,12
"Bus Lane, Driving in",0,0
"Cell Phone",84,290
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",101,316
"Disobey Traffic Control Device",160,454
"Equipment (Other)",10,14
"Fail to Keep Right",0,0
"Fail to Signal",38,131
"Following Too Closely",8,12
"Headlights (Defect. or Improper)",2,9
"Improper Lights",0,1
"Improper Passing",4,13
"Improper Turn",90,301
"Improper/Missing Plates",16,31
"Not Giving R of W to Pedes.",107,240
"Not Giving R of W to Veh.",7,18
"One Way Street",1,5
"Pavement Markings",10,13
"Safety Belt",218,403
"School Bus, Passing Stopped",1,9
Speeding,73,218
Spillback,7,12
"Tinted Windows",165,480
"Truck Routes",1,1
U-Turn,1,1
Uninspected,5,11
Uninsured,32,122
"Unlicensed Operator",119,297
Unregistered,33,88
"Unsafe Lane Change",2,5
"Other Movers",167,468
"075TOTAL Movers ",1470,3982
,,
"* All figures are preliminary and subject to change.",,
