"Moving Violations",,
"7th Precinct",,
"   March ",,
007sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",0,1
"Brake Lights (Defect.or Improper)",0,0
"Bus Lane, Driving in",0,0
"Cell Phone",105,272
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",47,133
"Disobey Traffic Control Device",170,537
"Equipment (Other)",0,0
"Fail to Keep Right",1,2
"Fail to Signal",24,53
"Following Too Closely",0,0
"Headlights (Defect. or Improper)",0,0
"Improper Lights",16,57
"Improper Passing",0,0
"Improper Turn",103,294
"Improper/Missing Plates",1,2
"Not Giving R of W to Pedes.",24,75
"Not Giving R of W to Veh.",0,0
"One Way Street",0,0
"Pavement Markings",0,0
"Safety Belt",65,177
"School Bus, Passing Stopped",0,6
Speeding,5,26
Spillback,3,19
"Tinted Windows",30,124
"Truck Routes",0,0
U-Turn,0,0
Uninspected,0,2
Uninsured,14,28
"Unlicensed Operator",30,77
Unregistered,2,2
"Unsafe Lane Change",7,18
"Other Movers",54,108
"007TOTAL Movers ",701,2013
,,
"* All figures are preliminary and subject to change.",,
