"Moving Violations",,
"113th Precinct",,
"    June ",,
113sum,,
"Offense Description","MTD 2015","YTD 2015"
"Backing Unsafely",3,14
"Brake Lights (Defect.or Improper)",35,280
"Bus Lane, Driving in",0,0
"Cell Phone",90,532
"Commercial Veh on Pkwy",0,1
"Defective Brakes",0,1
"Disobey Steady Red Signal",40,169
"Disobey Traffic Control Device",79,483
"Equipment (Other)",2,44
"Fail to Keep Right",0,0
"Fail to Signal",0,13
"Following Too Closely",2,4
"Headlights (Defect. or Improper)",13,183
"Improper Lights",0,7
"Improper Passing",2,6
"Improper Turn",169,931
"Improper/Missing Plates",0,5
"Not Giving R of W to Pedes.",13,73
"Not Giving R of W to Veh.",1,12
"One Way Street",0,0
"Pavement Markings",0,14
"Safety Belt",102,518
"School Bus, Passing Stopped",2,9
Speeding,96,260
Spillback,0,1
"Tinted Windows",121,658
"Truck Routes",0,29
U-Turn,1,9
Uninspected,4,21
Uninsured,47,314
"Unlicensed Operator",100,496
Unregistered,35,136
"Unsafe Lane Change",0,3
"Other Movers",56,399
"113   TOTAL Movers ",1013,5625
"* All figures are preliminary and subject to change.",,
