"Moving Violations",,
"40th Precinct",,
"    June ",,
040sum,,
"Offense Description","MTD 2015","YTD 2015"
"Backing Unsafely",0,6
"Brake Lights (Defect.or Improper)",43,404
"Bus Lane, Driving in",0,0
"Cell Phone",44,353
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",68,314
"Disobey Traffic Control Device",122,879
"Equipment (Other)",21,96
"Fail to Keep Right",7,9
"Fail to Signal",3,50
"Following Too Closely",1,2
"Headlights (Defect. or Improper)",55,459
"Improper Lights",0,1
"Improper Passing",3,19
"Improper Turn",127,609
"Improper/Missing Plates",1,28
"Not Giving R of W to Pedes.",93,381
"Not Giving R of W to Veh.",5,16
"One Way Street",12,24
"Pavement Markings",10,62
"Safety Belt",61,327
"School Bus, Passing Stopped",1,17
Speeding,90,476
Spillback,2,7
"Tinted Windows",68,705
"Truck Routes",0,0
U-Turn,4,36
Uninspected,1,10
Uninsured,75,555
"Unlicensed Operator",65,433
Unregistered,13,101
"Unsafe Lane Change",3,12
"Other Movers",37,177
"040   TOTAL Movers ",1035,6568
"* All figures are preliminary and subject to change.",,
