"Moving Violations",,
"48th Precinct",,
"    June ",,
048sum,,
"Offense Description","MTD 2015","YTD 2015"
"Backing Unsafely",0,6
"Brake Lights (Defect.or Improper)",16,161
"Bus Lane, Driving in",0,1
"Cell Phone",95,456
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",37,225
"Disobey Traffic Control Device",83,420
"Equipment (Other)",0,11
"Fail to Keep Right",0,2
"Fail to Signal",16,145
"Following Too Closely",0,3
"Headlights (Defect. or Improper)",21,259
"Improper Lights",0,2
"Improper Passing",0,4
"Improper Turn",186,700
"Improper/Missing Plates",1,5
"Not Giving R of W to Pedes.",38,127
"Not Giving R of W to Veh.",4,22
"One Way Street",1,7
"Pavement Markings",15,202
"Safety Belt",50,313
"School Bus, Passing Stopped",3,23
Speeding,111,610
Spillback,2,42
"Tinted Windows",51,629
"Truck Routes",2,21
U-Turn,4,38
Uninspected,0,6
Uninsured,27,150
"Unlicensed Operator",51,322
Unregistered,13,75
"Unsafe Lane Change",0,4
"Other Movers",51,203
"048   TOTAL Movers ",878,5194
"* All figures are preliminary and subject to change.",,
