"Moving Violations",,
"101st Precinct",,
"    June ",,
101sum,,
"Offense Description","MTD 2015","YTD 2015"
"Backing Unsafely",0,5
"Brake Lights (Defect.or Improper)",16,197
"Bus Lane, Driving in",0,0
"Cell Phone",43,373
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",37,211
"Disobey Traffic Control Device",95,474
"Equipment (Other)",12,42
"Fail to Keep Right",0,0
"Fail to Signal",16,112
"Following Too Closely",0,2
"Headlights (Defect. or Improper)",12,222
"Improper Lights",0,7
"Improper Passing",1,19
"Improper Turn",9,58
"Improper/Missing Plates",1,18
"Not Giving R of W to Pedes.",18,99
"Not Giving R of W to Veh.",2,5
"One Way Street",27,30
"Pavement Markings",9,30
"Safety Belt",47,332
"School Bus, Passing Stopped",0,13
Speeding,53,428
Spillback,0,2
"Tinted Windows",24,373
"Truck Routes",0,10
U-Turn,0,3
Uninspected,0,32
Uninsured,23,230
"Unlicensed Operator",83,540
Unregistered,6,44
"Unsafe Lane Change",2,3
"Other Movers",42,217
"101   TOTAL Movers ",578,4131
"* All figures are preliminary and subject to change.",,
