"Moving Violations",,
"110th Precinct",,
"    June ",,
110sum,,
"Offense Description","MTD 2015","YTD 2015"
"Backing Unsafely",0,3
"Brake Lights (Defect.or Improper)",6,25
"Bus Lane, Driving in",0,0
"Cell Phone",81,800
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",141,290
"Disobey Traffic Control Device",134,769
"Equipment (Other)",30,37
"Fail to Keep Right",0,0
"Fail to Signal",10,90
"Following Too Closely",0,0
"Headlights (Defect. or Improper)",5,36
"Improper Lights",1,12
"Improper Passing",7,12
"Improper Turn",15,77
"Improper/Missing Plates",4,15
"Not Giving R of W to Pedes.",169,574
"Not Giving R of W to Veh.",0,4
"One Way Street",101,120
"Pavement Markings",5,17
"Safety Belt",207,1141
"School Bus, Passing Stopped",5,63
Speeding,68,593
Spillback,0,1
"Tinted Windows",16,149
"Truck Routes",9,47
U-Turn,2,7
Uninspected,10,27
Uninsured,16,119
"Unlicensed Operator",151,717
Unregistered,46,93
"Unsafe Lane Change",0,2
"Other Movers",122,360
"110   TOTAL Movers ",1361,6200
"* All figures are preliminary and subject to change.",,
