"Moving Violations",,
"Manhattan South",,
"    June ",,
pbmssum,,
"Offense Description","MTD 2015","YTD 2015"
"Backing Unsafely",13,82
"Brake Lights (Defect.or Improper)",114,855
"Bus Lane, Driving in",13,62
"Cell Phone",1195,6843
"Commercial Veh on Pkwy",5,7
"Defective Brakes",0,6
"Disobey Steady Red Signal",1108,4038
"Disobey Traffic Control Device",1597,9989
"Equipment (Other)",42,202
"Fail to Keep Right",2,16
"Fail to Signal",187,1789
"Following Too Closely",3,21
"Headlights (Defect. or Improper)",104,810
"Improper Lights",23,231
"Improper Passing",40,359
"Improper Turn",1561,8250
"Improper/Missing Plates",27,121
"Not Giving R of W to Pedes.",899,3218
"Not Giving R of W to Veh.",14,84
"One Way Street",205,532
"Pavement Markings",165,1197
"Safety Belt",819,4649
"School Bus, Passing Stopped",2,48
Speeding,162,666
Spillback,134,763
"Tinted Windows",193,1083
"Truck Routes",37,192
U-Turn,35,253
Uninspected,5,34
Uninsured,191,1276
"Unlicensed Operator",243,1235
Unregistered,66,358
"Unsafe Lane Change",176,1476
"Other Movers",571,2948
"PBMS  TOTAL Movers ",9951,53693
"* All figures are preliminary and subject to change.",,
