"Moving Violations",,
"68th Precinct",,
"    June ",,
068sum,,
"Offense Description","MTD 2015","YTD 2015"
"Backing Unsafely",0,0
"Brake Lights (Defect.or Improper)",1,24
"Bus Lane, Driving in",0,0
"Cell Phone",56,422
"Commercial Veh on Pkwy",13,30
"Defective Brakes",0,0
"Disobey Steady Red Signal",67,356
"Disobey Traffic Control Device",77,365
"Equipment (Other)",0,0
"Fail to Keep Right",0,0
"Fail to Signal",8,41
"Following Too Closely",1,6
"Headlights (Defect. or Improper)",0,22
"Improper Lights",0,0
"Improper Passing",3,25
"Improper Turn",116,482
"Improper/Missing Plates",1,9
"Not Giving R of W to Pedes.",103,414
"Not Giving R of W to Veh.",2,22
"One Way Street",0,1
"Pavement Markings",19,90
"Safety Belt",105,560
"School Bus, Passing Stopped",0,11
Speeding,45,241
Spillback,3,11
"Tinted Windows",52,242
"Truck Routes",22,70
U-Turn,1,9
Uninspected,0,1
Uninsured,32,163
"Unlicensed Operator",37,220
Unregistered,8,68
"Unsafe Lane Change",0,8
"Other Movers",100,272
"068   TOTAL Movers ",872,4185
"* All figures are preliminary and subject to change.",,
