"Moving Violations",,
"121st Precinct",,
"    June ",,
121sum,,
"Offense Description","MTD 2015","YTD 2015"
"Backing Unsafely",2,9
"Brake Lights (Defect.or Improper)",24,123
"Bus Lane, Driving in",4,5
"Cell Phone",33,231
"Commercial Veh on Pkwy",0,1
"Defective Brakes",0,3
"Disobey Steady Red Signal",50,289
"Disobey Traffic Control Device",268,1330
"Equipment (Other)",1,29
"Fail to Keep Right",0,16
"Fail to Signal",173,1123
"Following Too Closely",2,8
"Headlights (Defect. or Improper)",18,127
"Improper Lights",6,13
"Improper Passing",1,7
"Improper Turn",2,36
"Improper/Missing Plates",7,55
"Not Giving R of W to Pedes.",52,135
"Not Giving R of W to Veh.",5,33
"One Way Street",2,8
"Pavement Markings",21,417
"Safety Belt",70,295
"School Bus, Passing Stopped",3,18
Speeding,109,496
Spillback,2,10
"Tinted Windows",150,848
"Truck Routes",1,1
U-Turn,3,37
Uninspected,4,18
Uninsured,64,363
"Unlicensed Operator",136,720
Unregistered,11,56
"Unsafe Lane Change",6,27
"Other Movers",64,389
"121   TOTAL Movers ",1294,7276
"* All figures are preliminary and subject to change.",,
