"Moving Violations",,
"28th Precinct",,
"    June ",,
028sum,,
"Offense Description","MTD 2015","YTD 2015"
"Backing Unsafely",1,10
"Brake Lights (Defect.or Improper)",6,80
"Bus Lane, Driving in",1,23
"Cell Phone",76,444
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",173,536
"Disobey Traffic Control Device",94,948
"Equipment (Other)",37,79
"Fail to Keep Right",1,1
"Fail to Signal",1,52
"Following Too Closely",0,0
"Headlights (Defect. or Improper)",1,55
"Improper Lights",0,0
"Improper Passing",1,6
"Improper Turn",98,617
"Improper/Missing Plates",2,8
"Not Giving R of W to Pedes.",77,241
"Not Giving R of W to Veh.",2,20
"One Way Street",13,18
"Pavement Markings",3,7
"Safety Belt",105,485
"School Bus, Passing Stopped",0,14
Speeding,7,124
Spillback,1,13
"Tinted Windows",4,124
"Truck Routes",16,83
U-Turn,13,260
Uninspected,6,22
Uninsured,12,111
"Unlicensed Operator",26,136
Unregistered,6,49
"Unsafe Lane Change",1,8
"Other Movers",71,291
"028   TOTAL Movers ",855,4865
"* All figures are preliminary and subject to change.",,
