"Moving Violations",,
"17th Precinct",,
"    June ",,
017sum,,
"Offense Description","MTD 2015","YTD 2015"
"Backing Unsafely",4,13
"Brake Lights (Defect.or Improper)",13,146
"Bus Lane, Driving in",4,10
"Cell Phone",47,222
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",92,358
"Disobey Traffic Control Device",76,468
"Equipment (Other)",3,27
"Fail to Keep Right",0,4
"Fail to Signal",34,502
"Following Too Closely",0,1
"Headlights (Defect. or Improper)",1,31
"Improper Lights",0,0
"Improper Passing",2,159
"Improper Turn",228,1041
"Improper/Missing Plates",0,2
"Not Giving R of W to Pedes.",174,298
"Not Giving R of W to Veh.",0,0
"One Way Street",8,22
"Pavement Markings",27,525
"Safety Belt",39,116
"School Bus, Passing Stopped",0,3
Speeding,29,70
Spillback,14,43
"Tinted Windows",1,17
"Truck Routes",0,0
U-Turn,1,10
Uninspected,0,1
Uninsured,10,85
"Unlicensed Operator",10,62
Unregistered,0,8
"Unsafe Lane Change",45,809
"Other Movers",46,305
"017   TOTAL Movers ",908,5358
"* All figures are preliminary and subject to change.",,
