"Moving Violations",,
"108th Precinct",,
"    June ",,
108sum,,
"Offense Description","MTD 2015","YTD 2015"
"Backing Unsafely",1,4
"Brake Lights (Defect.or Improper)",1,4
"Bus Lane, Driving in",0,0
"Cell Phone",107,607
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",256,624
"Disobey Traffic Control Device",296,1946
"Equipment (Other)",7,28
"Fail to Keep Right",0,0
"Fail to Signal",14,44
"Following Too Closely",0,0
"Headlights (Defect. or Improper)",1,11
"Improper Lights",0,0
"Improper Passing",8,38
"Improper Turn",199,1029
"Improper/Missing Plates",0,12
"Not Giving R of W to Pedes.",73,316
"Not Giving R of W to Veh.",1,10
"One Way Street",24,25
"Pavement Markings",0,0
"Safety Belt",52,368
"School Bus, Passing Stopped",1,5
Speeding,63,314
Spillback,0,8
"Tinted Windows",45,254
"Truck Routes",0,19
U-Turn,0,0
Uninspected,3,12
Uninsured,13,116
"Unlicensed Operator",45,282
Unregistered,3,26
"Unsafe Lane Change",0,6
"Other Movers",104,365
"108   TOTAL Movers ",1317,6473
"* All figures are preliminary and subject to change.",,
