"Moving Violations",,
"104th Precinct",,
"    June ",,
104sum,,
"Offense Description","MTD 2015","YTD 2015"
"Backing Unsafely",1,4
"Brake Lights (Defect.or Improper)",0,21
"Bus Lane, Driving in",0,0
"Cell Phone",72,539
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",91,308
"Disobey Traffic Control Device",129,719
"Equipment (Other)",0,0
"Fail to Keep Right",0,1
"Fail to Signal",15,120
"Following Too Closely",1,5
"Headlights (Defect. or Improper)",0,9
"Improper Lights",0,0
"Improper Passing",1,24
"Improper Turn",30,197
"Improper/Missing Plates",6,37
"Not Giving R of W to Pedes.",68,288
"Not Giving R of W to Veh.",0,14
"One Way Street",4,5
"Pavement Markings",0,1
"Safety Belt",96,642
"School Bus, Passing Stopped",1,15
Speeding,44,358
Spillback,1,7
"Tinted Windows",56,464
"Truck Routes",3,92
U-Turn,4,18
Uninspected,4,25
Uninsured,5,57
"Unlicensed Operator",36,268
Unregistered,11,63
"Unsafe Lane Change",1,13
"Other Movers",117,528
"104   TOTAL Movers ",797,4842
"* All figures are preliminary and subject to change.",,
