"Moving Violations",,
"52nd Precinct",,
"October  ",,
052sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",0,8
"Brake Lights (Defect.or Improper)",55,489
"Bus Lane, Driving in",3,25
"Cell Phone",59,427
"Commercial Veh on Pkwy",3,13
"Defective Brakes",0,3
"Disobey Steady Red Signal",54,270
"Disobey Traffic Control Device",145,939
"Equipment (Other)",0,45
"Fail to Keep Right",3,4
"Fail to Signal",11,93
"Following Too Closely",0,0
"Headlights (Defect. or Improper)",48,254
"Improper Lights",4,24
"Improper Passing",8,60
"Improper Turn",185,1014
"Improper/Missing Plates",5,51
"Not Giving R of W to Pedes.",35,292
"Not Giving R of W to Veh.",3,19
"OBSTRUCTED PLATE",2,23
"One Way Street",2,2
"Pavement Markings",91,484
"Safety Belt",50,449
"School Bus, Passing Stopped",2,26
Speeding,174,811
Spillback,0,1
"Tinted Windows",98,1415
"Truck Routes",0,6
U-Turn,0,28
Uninspected,1,32
Uninsured,41,410
"Unlicensed Operator",56,508
Unregistered,25,177
"Unsafe Lane Change",3,16
"Other Movers",111,373
"052TOTAL Movers ",1277,8791
,,
"* All figures are preliminary and subject to change.",,
