"Moving Violations",,
"49th Precinct",,
"October  ",,
049sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",0,5
"Brake Lights (Defect.or Improper)",8,174
"Bus Lane, Driving in",0,0
"Cell Phone",59,787
"Commercial Veh on Pkwy",0,4
"Defective Brakes",0,0
"Disobey Steady Red Signal",9,144
"Disobey Traffic Control Device",111,1294
"Equipment (Other)",1,9
"Fail to Keep Right",0,0
"Fail to Signal",31,231
"Following Too Closely",0,4
"Headlights (Defect. or Improper)",4,134
"Improper Lights",1,18
"Improper Passing",0,5
"Improper Turn",54,396
"Improper/Missing Plates",2,10
"Not Giving R of W to Pedes.",24,313
"Not Giving R of W to Veh.",1,8
"OBSTRUCTED PLATE",0,5
"One Way Street",0,9
"Pavement Markings",4,71
"Safety Belt",96,1064
"School Bus, Passing Stopped",11,55
Speeding,79,656
Spillback,0,6
"Tinted Windows",144,1336
"Truck Routes",0,3
U-Turn,1,75
Uninspected,2,22
Uninsured,31,373
"Unlicensed Operator",59,613
Unregistered,13,104
"Unsafe Lane Change",2,17
"Other Movers",14,219
"049TOTAL Movers ",761,8164
,,
"* All figures are preliminary and subject to change.",,
