"Moving Violations",,
"105th Precinct",,
"October  ",,
105sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",0,16
"Brake Lights (Defect.or Improper)",7,97
"Bus Lane, Driving in",0,0
"Cell Phone",80,717
"Commercial Veh on Pkwy",1,3
"Defective Brakes",0,0
"Disobey Steady Red Signal",16,209
"Disobey Traffic Control Device",255,2170
"Equipment (Other)",0,0
"Fail to Keep Right",0,1
"Fail to Signal",21,194
"Following Too Closely",0,5
"Headlights (Defect. or Improper)",7,69
"Improper Lights",2,9
"Improper Passing",2,24
"Improper Turn",16,344
"Improper/Missing Plates",3,12
"Not Giving R of W to Pedes.",5,167
"Not Giving R of W to Veh.",3,25
"OBSTRUCTED PLATE",0,6
"One Way Street",0,7
"Pavement Markings",23,479
"Safety Belt",116,1155
"School Bus, Passing Stopped",0,35
Speeding,82,617
Spillback,0,1
"Tinted Windows",80,1278
"Truck Routes",14,61
U-Turn,4,65
Uninspected,3,68
Uninsured,33,393
"Unlicensed Operator",75,669
Unregistered,6,93
"Unsafe Lane Change",3,21
"Other Movers",92,636
"105TOTAL Movers ",949,9646
,,
"* All figures are preliminary and subject to change.",,
