"Moving Violations",,
"81st Precinct",,
"October  ",,
081sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",1,8
"Brake Lights (Defect.or Improper)",64,523
"Bus Lane, Driving in",0,0
"Cell Phone",129,1124
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,5
"Disobey Steady Red Signal",65,392
"Disobey Traffic Control Device",271,1185
"Equipment (Other)",0,3
"Fail to Keep Right",0,0
"Fail to Signal",27,241
"Following Too Closely",1,3
"Headlights (Defect. or Improper)",34,493
"Improper Lights",3,20
"Improper Passing",2,25
"Improper Turn",19,109
"Improper/Missing Plates",3,51
"Not Giving R of W to Pedes.",62,378
"Not Giving R of W to Veh.",1,23
"OBSTRUCTED PLATE",0,0
"One Way Street",1,10
"Pavement Markings",0,33
"Safety Belt",139,1479
"School Bus, Passing Stopped",0,11
Speeding,71,403
Spillback,0,14
"Tinted Windows",94,871
"Truck Routes",0,0
U-Turn,0,5
Uninspected,4,29
Uninsured,103,823
"Unlicensed Operator",89,714
Unregistered,16,145
"Unsafe Lane Change",0,5
"Other Movers",94,679
"081TOTAL Movers ",1293,9804
,,
"* All figures are preliminary and subject to change.",,
