"Moving Violations",,
"26th Precinct",,
"October  ",,
026sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",0,5
"Brake Lights (Defect.or Improper)",4,46
"Bus Lane, Driving in",0,0
"Cell Phone",99,626
"Commercial Veh on Pkwy",1,3
"Defective Brakes",0,0
"Disobey Steady Red Signal",14,336
"Disobey Traffic Control Device",136,1012
"Equipment (Other)",12,78
"Fail to Keep Right",0,0
"Fail to Signal",4,65
"Following Too Closely",0,1
"Headlights (Defect. or Improper)",3,35
"Improper Lights",0,0
"Improper Passing",0,1
"Improper Turn",40,473
"Improper/Missing Plates",1,10
"Not Giving R of W to Pedes.",51,413
"Not Giving R of W to Veh.",0,14
"OBSTRUCTED PLATE",0,15
"One Way Street",0,14
"Pavement Markings",51,463
"Safety Belt",16,189
"School Bus, Passing Stopped",3,27
Speeding,133,376
Spillback,0,0
"Tinted Windows",10,109
"Truck Routes",0,0
U-Turn,2,20
Uninspected,0,4
Uninsured,9,136
"Unlicensed Operator",22,215
Unregistered,4,29
"Unsafe Lane Change",0,5
"Other Movers",29,371
"026TOTAL Movers ",644,5091
,,
"* All figures are preliminary and subject to change.",,
