"Moving Violations",,
"41st Precinct",,
"October  ",,
041sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",0,22
"Brake Lights (Defect.or Improper)",8,84
"Bus Lane, Driving in",0,1
"Cell Phone",38,295
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",17,435
"Disobey Traffic Control Device",173,2277
"Equipment (Other)",1,43
"Fail to Keep Right",0,0
"Fail to Signal",3,66
"Following Too Closely",2,4
"Headlights (Defect. or Improper)",8,123
"Improper Lights",0,2
"Improper Passing",0,6
"Improper Turn",59,791
"Improper/Missing Plates",1,69
"Not Giving R of W to Pedes.",17,407
"Not Giving R of W to Veh.",1,9
"OBSTRUCTED PLATE",0,7
"One Way Street",0,33
"Pavement Markings",4,82
"Safety Belt",22,532
"School Bus, Passing Stopped",11,63
Speeding,158,1027
Spillback,1,97
"Tinted Windows",65,1267
"Truck Routes",5,263
U-Turn,8,70
Uninspected,1,17
Uninsured,31,402
"Unlicensed Operator",23,420
Unregistered,11,172
"Unsafe Lane Change",0,10
"Other Movers",37,306
"041TOTAL Movers ",705,9402
,,
"* All figures are preliminary and subject to change.",,
