"Moving Violations",,
"Brooklyn North",,
"October  ",,
pbbnsum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",18,138
"Brake Lights (Defect.or Improper)",156,1815
"Bus Lane, Driving in",3,44
"Cell Phone",971,8359
"Commercial Veh on Pkwy",0,2
"Defective Brakes",1,10
"Disobey Steady Red Signal",1106,8577
"Disobey Traffic Control Device",2265,19467
"Equipment (Other)",26,389
"Fail to Keep Right",0,6
"Fail to Signal",228,2361
"Following Too Closely",2,47
"Headlights (Defect. or Improper)",176,2058
"Improper Lights",7,50
"Improper Passing",37,394
"Improper Turn",724,5889
"Improper/Missing Plates",32,524
"Not Giving R of W to Pedes.",328,2731
"Not Giving R of W to Veh.",86,1071
"OBSTRUCTED PLATE",19,129
"One Way Street",127,1019
"Pavement Markings",111,978
"Safety Belt",1069,10022
"School Bus, Passing Stopped",6,181
Speeding,864,4765
Spillback,10,167
"Tinted Windows",742,8183
"Truck Routes",18,191
U-Turn,23,151
Uninspected,20,377
Uninsured,445,4144
"Unlicensed Operator",691,6124
Unregistered,153,1440
"Unsafe Lane Change",18,122
"Other Movers",992,8193
"PBBNTOTAL Movers ",11474,100118
,,
"* All figures are preliminary and subject to change.",,
