"Moving Violations",,
Bronx,,
"October  ",,
pbbxsum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",19,242
"Brake Lights (Defect.or Improper)",277,3088
"Bus Lane, Driving in",3,47
"Cell Phone",853,6460
"Commercial Veh on Pkwy",8,50
"Defective Brakes",3,11
"Disobey Steady Red Signal",477,4424
"Disobey Traffic Control Device",2055,18161
"Equipment (Other)",31,522
"Fail to Keep Right",7,29
"Fail to Signal",156,1788
"Following Too Closely",8,40
"Headlights (Defect. or Improper)",316,2870
"Improper Lights",6,92
"Improper Passing",25,240
"Improper Turn",1105,9117
"Improper/Missing Plates",58,860
"Not Giving R of W to Pedes.",418,4049
"Not Giving R of W to Veh.",43,357
"OBSTRUCTED PLATE",67,281
"One Way Street",14,171
"Pavement Markings",164,1287
"Safety Belt",786,7663
"School Bus, Passing Stopped",78,671
Speeding,1299,8476
Spillback,14,215
"Tinted Windows",1261,14308
"Truck Routes",14,348
U-Turn,28,440
Uninspected,32,401
Uninsured,522,5373
"Unlicensed Operator",797,7208
Unregistered,228,2053
"Unsafe Lane Change",37,652
"Other Movers",788,4919
"PBBXTOTAL Movers ",11997,106913
,,
"* All figures are preliminary and subject to change.",,
