"Moving Violations",,
"121st Precinct",,
"October  ",,
121sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",2,21
"Brake Lights (Defect.or Improper)",15,219
"Bus Lane, Driving in",3,8
"Cell Phone",42,338
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,3
"Disobey Steady Red Signal",60,434
"Disobey Traffic Control Device",376,3348
"Equipment (Other)",8,110
"Fail to Keep Right",0,3
"Fail to Signal",226,2274
"Following Too Closely",4,45
"Headlights (Defect. or Improper)",18,173
"Improper Lights",0,15
"Improper Passing",0,14
"Improper Turn",4,47
"Improper/Missing Plates",4,103
"Not Giving R of W to Pedes.",21,206
"Not Giving R of W to Veh.",8,159
"OBSTRUCTED PLATE",1,4
"One Way Street",2,19
"Pavement Markings",0,108
"Safety Belt",159,1277
"School Bus, Passing Stopped",2,33
Speeding,137,949
Spillback,0,1
"Tinted Windows",142,970
"Truck Routes",0,0
U-Turn,9,95
Uninspected,4,63
Uninsured,63,643
"Unlicensed Operator",186,1616
Unregistered,12,142
"Unsafe Lane Change",10,87
"Other Movers",74,574
"121TOTAL Movers ",1592,14101
,,
"* All figures are preliminary and subject to change.",,
