"Moving Violations",,
"108th Precinct",,
"October  ",,
108sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",1,6
"Brake Lights (Defect.or Improper)",0,10
"Bus Lane, Driving in",0,0
"Cell Phone",133,832
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",68,1126
"Disobey Traffic Control Device",314,3997
"Equipment (Other)",1,13
"Fail to Keep Right",0,1
"Fail to Signal",14,135
"Following Too Closely",0,0
"Headlights (Defect. or Improper)",1,7
"Improper Lights",0,0
"Improper Passing",3,30
"Improper Turn",145,1693
"Improper/Missing Plates",0,18
"Not Giving R of W to Pedes.",11,448
"Not Giving R of W to Veh.",3,22
"OBSTRUCTED PLATE",0,6
"One Way Street",0,0
"Pavement Markings",0,0
"Safety Belt",121,724
"School Bus, Passing Stopped",0,18
Speeding,102,623
Spillback,1,3
"Tinted Windows",25,521
"Truck Routes",0,2
U-Turn,0,2
Uninspected,1,8
Uninsured,26,165
"Unlicensed Operator",66,590
Unregistered,1,38
"Unsafe Lane Change",2,27
"Other Movers",158,802
"108TOTAL Movers ",1197,11867
,,
"* All figures are preliminary and subject to change.",,
