10th Precinct,,
   April ,,
"","",""
Backing Unsafely,1,4
Bike Lane,0,3
Bus Lane,0,2
Cell Phone,57,233
Commercial Veh on Pkwy,0,0
Cruising For Passengers,0,0
Disobey Traffic Control Device,105,355
Driving Too Slow,0,0
Equipment,10,44
Equipment (Other),0,0
Excessive Noise,0,0
Fail to Keep Right,0,4
Fail to yield Right of Way to Pedestrian,52,260
Failure to Signal,7,54
Following Too Closely,0,1
Improper Passing,0,4
Improper Taxi Pickup,0,2
Improper Turn,266,847
Improper/Missing Plates,0,0
Lamps and Other Equipment on Bicycle,0,0
Motorcycle (Other),2,11
Not Giving R of W to Veh.,0,5
Obstructed Plate,4,14
One Way Street,10,43
Overheight,0,0
Overlength,0,0
Overweight,0,0
Overwidth,0,0
Pavement Markings,0,1
Red Light,85,413
School Bus,5,5
Scooter In NYC,0,0
Seat Belt,152,630
Speeding,11,46
Spillback,1,4
TBTA Rule,0,0
Tints,6,42
TLC (Other),0,0
Truck Route,0,21
Uninspected,0,5
Uninsured,0,5
Unlicensed Operator,41,158
Unregistered,4,14
Unsafe Lane Change,6,20
Other Movers,161,682
010TOTAL Movers ,986,3932
