"Moving Violations",,
Citywide,,
"   April ",,
"Offense Description","MTD 2018","YTD 2018"
"Backing Unsafely",96,374
"Bike Lane",38,131
"Bus Lane",854,3977
"Cell Phone",4465,18202
"Commercial Veh on Pkwy",279,1111
"Cruising For Passengers",2,6
"Disobey Traffic Control Device",18820,78929
"Driving Too Slow",2,19
Equipment,3315,13821
"Equipment (Other)",1,12
"Excessive Noise",1,3
"Fail to Keep Right",9,48
"Fail to yield Right of Way to Pedestrian",4713,19783
"Failure to Signal",1812,8645
"Following Too Closely",62,344
"Improper Passing",243,826
"Improper Taxi Pickup",331,1526
"Improper Turn",8300,32269
"Improper/Missing Plates",168,431
"Lamps and Other Equipment on Bicycle",4,34
"Motorcycle (Other)",251,386
"Not Giving R of W to Veh.",122,620
"Obstructed Plate",897,3081
"One Way Street",526,2024
Overheight,7,14
Overlength,18,72
Overweight,11,273
Overwidth,0,26
"Pavement Markings",33,98
"Red Light",6198,24866
"School Bus",874,1340
"Scooter In NYC",1,3
"Seat Belt",6565,27144
Speeding,13894,55131
Spillback,669,3250
"TBTA Rule",0,0
Tints,7514,28985
"TLC (Other)",0,1
"Truck Route",238,1026
Uninspected,420,1607
Uninsured,1377,5760
"Unlicensed Operator",4613,18731
Unregistered,981,3786
"Unsafe Lane Change",448,1831
"Other Movers",8440,32764
"CitywideTOTAL Movers ",97612,393310
"* All figures are preliminary and subject to change.",,
