"Moving Violations",,
"88th Precinct",,
"    July ",,
088sum,,
"Offense Description","MTD   2014","YTD   2014"
"Backing Unsafely",0,8
"Brake Lights (Defect.or Improper)",19,111
"Bus Lane, Driving in",0,0
"Cell Phone",138,1366
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Sign",120,925
"Equipment (Other)",0,7
"Fail to Keep Right",0,0
"Fail to Signal",14,44
"Fail to Stop on Signal",95,384
"Following Too Closely",0,0
"Headlights (Defect. or Improper)",38,195
"Improper Lights",0,0
"Improper Passing",1,4
"Improper Turn",12,44
"Improper/Missing Plates",3,18
"Not Giving R of W to Pedes.",19,55
"Not Giving R of W to Veh.",20,37
"One Way Street",1,10
"Pavement Markings",57,189
"Safety Belt",118,861
"School Bus, Passing Stopped",0,4
Speeding,10,112
Spillback,0,3
"Tinted Windows",7,53
"Truck Routes",0,0
U-Turn,0,2
Uninspected,3,44
Uninsured,57,360
"Unlicensed Operator",33,196
Unregistered,10,67
"Unsafe Lane Change",0,1
"Other Movers",47,268
"088    TOTAL Movers ",822,5368
"* All figures are preliminary and subject to change.",,
